iter	RMSE
131	262016.3285
132	261604.1519
133	261395.0807
134	261242.3504
135	260949.1589
136	260596.3325
137	260162.0379
138	260010.431
139	259882.3649
140	259881.4974
141	259717.6642
142	259569.8867
143	259323.3156
144	258891.6133
145	258606.2497
146	257988.2474
147	257689.9426
148	257388.8093
149	257067.0067
150	256892.579
151	256653.6986
152	256452.5473
153	256227.9059
154	256150.7883
155	256002.5539
156	255647.399
157	255435.7264
158	255204.2072
159	255089.1762
160	254914.0076
161	254908.9053
162	254722.9144
163	254618.5316
164	254355.9381
165	254252.9903
166	253794.6138
167	253624.1788
168	253457.7008
169	253262.0792
170	253082.2347
171	252939.7826
172	252866.1855
173	252705.1424
174	252587.5992
175	252301.429
176	252040.0814
177	251995.7054
178	251953.1788
179	251712.9126
180	251310.2573
181	251285.3936
182	250815.9815
183	250588.0562
184	250201.7048
185	250093.6107
186	249743.7016
187	249532.3673
188	249278.3493
189	249005.0309
190	248970.8902
191	248769.5825
192	248404.7859
193	248197.2051
194	247944.2645
195	247871.4942
196	247626.9026
197	247453.9861
198	247342.0527
199	247167.5282
200	247075.7052
201	247048.3914
202	246765.3053
203	246584.3239
204	246363.1731
205	246174.0341
206	246100.1368
207	245889.6181
208	245872.0352
209	245587.3275
210	245226.3744
211	245066.7411
212	244847.4131
213	244534.5532
214	244242.2912
215	244218.4575
216	244021.729
217	243884.8513
218	243874.5462
219	243617.4915
220	243472.1795
221	243453.7682
222	243257.3827
223	242889.1689
224	242686.6172
225	242464.9456
226	242242.2784
227	241888.6334
228	241659.3526
229	241568.4781
230	241196.5963
231	241089.4146
232	240877.3062
233	240758.1147
234	240463.8525
235	240393.4627
236	240122.9218
237	239958.6889
238	239882.2933
239	239559.7648
240	239395.1118
241	239268.8793
242	239065.5395
243	238815.5551
244	238633.4011
245	238622.5962
246	238497.5122
247	238283.9107
248	238126.8825
249	237899.7732
250	237758.1229
251	237573.7341
252	237372.389
253	237164.6272
254	236879.9178
255	236854.2851
256	236535.1433
257	236234.1412
258	236067.8495
259	235915.8889
260	235660.711
261	235561.0299
262	235397.7286
263	235096.0409
264	234757.8406
265	234595.28
266	234432.8949
267	234407.7099
268	234276.1058
269	234026.2873
270	233861.0152
271	233775.9166
272	233559.2969
273	233398.1666
274	233364.7962
275	233328.3749
276	233036.0937
277	232912.6792
278	232697.1964
279	232543.2148
280	232418.7369
281	232247.0521
282	232042.1737
283	231973.518
284	231894.5344
285	231841.6171
286	231765.178
287	231550.6567
288	231392.4119
289	231370.9433
290	231311.5229
291	231187.7841
292	231086.6795
293	231038.3695
294	230956.0789
295	230870.4128
296	230631.5973
297	230445.8125
298	230343.8355
299	230275.1804
300	230148.2568
301	230100.9692
302	229964.3717
303	229915.7722
304	229837.4799
305	229636.7767
306	229551.5482
307	229444.8935
308	229304.5558
309	229259.7088
310	229115.9319
311	228995.4199
312	228832.5897
313	228678.7165
314	228536.0443
315	228254.4313
316	228141.5995
317	227991.3639
318	227889.2507
319	227678.8334
320	227627.1453
321	227518.3789
322	227405.2523
323	227355.4318
324	227215.4378
325	227069.3838
326	226908.0607
327	226847.5442
328	226655.9111
329	226477.069
330	226261.3944
331	226136.5306
332	226051.8099
333	225902.8583
334	225734.851
335	225643.1304
336	225573.9803
337	225359.2458
338	225242.8121
339	225139.6075
340	225040.9429
341	224898.1346
342	224777.1239
343	224686.4844
344	224627.4533
345	224425.8257
346	224370.2361
347	224237.4724
348	224174.689
349	224086.3939
350	224013.7705
351	223990.3771
352	223976.6276
353	223893.1568
354	223820.0322
355	223677.5433
356	223578.8271
357	223504.3131
358	223392.7785
359	223318.315
360	223193.8941
361	223085.3831
362	223003.1295
363	222933.3897
364	222849.077
365	222760.895
366	222676.1969
367	222526.5502
368	222448.3203
369	222247.6059
370	222199.8522
371	222110.1491
372	221986.0781
373	221886.8839
374	221661.036
375	221616.3426
376	221515.0404
377	221492.4655
378	221406.0067
379	221154.3063
380	221108.479
381	221061.8831
382	220941.3051
383	220851.4734
384	220806.9088
385	220755.2278
386	220674.4468
387	220546.9899
388	220379.5737
389	220328.5761
390	220174.0114
391	220060.1669
392	219933.85
393	219796.7367
394	219641.8187
395	219583.6668
396	219470.0393
397	219406.6477
398	219320.9351
399	219221.7104
400	219116.429
401	219039.6822
402	218938.1252
403	218857.9956
404	218760.9429
405	218615.9297
406	218572.3696
407	218468.089
408	218389.632
409	218209.0004
410	218120.8256
411	218039.8233
412	217737.7584
413	217697.3937
414	217554.2454
415	217505.5852
416	217388.7468
417	217249.9617
418	217197.3279
419	217116.1339
420	216976.8034
421	216918.996
422	216909.4929
423	216806.2053
424	216748.7685
425	216534.5633
426	216417.7305
427	216263.7115
428	216221.6266
429	216065.2093
430	215917.7301
431	215817.4959
432	215767.6435
433	215715.5859
434	215648.4666
435	215581.917
436	215536.6571
437	215501.5579
438	215413.6356
439	215267.1837
440	215148.1354
441	215037.871
442	214860.1482
443	214704.4392
444	214664.3148
445	214632.4461
446	214469.2398
447	214359.6756
448	214304.5523
449	214275.1664
450	214161.9099
451	214013.727
452	213965.9969
453	213795.0469
454	213743.5004
455	213636.6016
456	213570.1342
457	213457.7026
458	213390.2448
459	213355.3086
460	213269.6327
461	213159.3163
462	212956.7284
463	212941.7283
464	212814.9583
465	212684.5701
466	212594.5649
467	212538.8244
468	212461.5317
469	212391.8405
470	212196.4189
471	212066.4106
472	211913.5668
473	211873.3477
474	211823.7256
475	211748.4447
476	211686.2395
477	211597.8087
478	211481.3902
479	211397.9636
480	211300.2296
481	211268.5987
482	211171.8274
483	211032.9703
484	210974.8751
485	210924.5898
486	210856.6007
487	210795.262
488	210749.5527
489	210677.101
490	210557.7459
491	210489.9254
492	210444.5295
493	210430.9146
494	210335.7161
495	210101.9221
496	209959.1787
497	209896.3635
498	209717.058
499	209644.2899
500	209444.1523
501	209322.5699
502	209168.4906
503	209086.5417
504	208981.7397
505	208912.5742
506	208710.6931
507	208541.1303
508	208447.4692
509	208375.7586
510	208335.2859
511	208314.7185
512	208144.0881
513	208076.7325
514	208051.3846
515	207931.4682
516	207839.6176
517	207718.8476
518	207590.0438
519	207537.8549
520	207480.9474
521	207391.4507
522	207361.108
523	207182.5513
524	207128.25
525	207086.6884
526	207024.1453
527	206939.4254
528	206859.3557
529	206769.4136
530	206684.1636
531	206618.5446
532	206531.3287
533	206481.6094
534	206395.0072
535	206254.2303
536	206201.4069
537	206168.5053
538	206090.5271
539	206040.1053
540	205963.8704
541	205913.2588
542	205830.6578
543	205748.9746
544	205679.4607
545	205674.8244
546	205574.8286
547	205515.2283
548	205349.7085
549	205195.9714
550	205169.6581
551	204993.8955
552	204761.3017
553	204660.6463
554	204618.2156
555	204509.1417
556	204481.8381
557	204442.1037
558	204385.1216
559	204328.5266
560	204175.879
561	204082.5268
562	204077.2833
563	204044.2049
564	203990.6478
565	203968.8378
566	203925.1204
567	203833.4237
568	203793.9455
569	203749.2052
570	203679.5777
571	203564.2691
572	203425.5821
573	203373.8483
574	203337.8735
575	203287.631
576	203236.3988
577	203161.9647
578	203059.0797
579	203028.9707
580	203007.095
581	202961.2008
582	202901.2927
583	202741.0176
584	202663.0946
585	202557.1924
586	202440.5977
587	202350.3395
588	202285.3416
589	202259.6758
590	202217.1458
591	202166.9776
592	202137.4408
593	202078.5873
594	201935.6127
595	201881.1503
596	201835.4733
597	201644.3833
598	201561.5822
599	201515.1195
600	201428.9655
601	201368.2431
602	201322.6027
603	201235.2476
604	201188.706
605	201098.8947
606	201084.9432
607	200998.6671
608	200921.7412
609	200875.7986
610	200730.551
611	200640.3985
612	200590.8553
613	200553.5643
614	200500.9205
615	200436.5406
616	200349.2069
617	200207.5038
618	200096.1234
619	200079.619
620	199958.693
621	199939.3649
622	199843.9908
623	199749.7572
624	199658.5399
625	199577.4079
626	199532.9271
627	199428.6119
628	199305.4256
629	199200.2875
630	199124.2834
631	199095.9779
632	199036.0086
633	198850.5049
634	198712.1115
635	198574.0368
636	198550.4917
637	198482.8364
638	198445.1
639	198324.1976
640	198302.2481
641	198175.2784
642	198056.983
643	198013.2091
644	197950.4471
645	197874.9484
646	197825.4404
647	197789.5029
648	197673.4748
649	197580.8603
650	197514.9087
651	197454.7674
652	197382.0264
653	197339.3656
654	197235.2787
655	197217.8899
656	197188.129
657	197144.6325
658	196959.25
659	196895.6749
660	196786.9824
661	196657.5963
662	196553.583
663	196523.6091
664	196490.9009
665	196375.8922
666	196327.1106
667	196271.7281
668	196256.1035
669	196193.0533
670	196164.823
671	196106.6771
672	196060.5159
673	195949.0041
674	195926.4325
675	195845.4438
676	195726.3173
677	195655.4461
678	195598.3063
679	195550.6503
680	195489.3182
681	195446.7806
682	195365.6951
683	195274.2203
684	195070.7908
685	194907.3198
686	194840.3796
687	194786.9511
688	194739.5091
689	194608.8714
690	194530.472
691	194457.5911
692	194409.6317
693	194363.8476
694	194303.8023
695	194244.672
696	194229.6616
697	194111.6495
698	194093.5851
699	193920.5502
700	193891.1525
701	193817.7851
702	193737.1321
703	193673.8458
704	193523.351
705	193437.2536
706	193419.9101
707	193347.7894
708	193297.7829
709	193199.6615
710	193194.9092
711	193147.1201
712	193097.9804
713	193035.2324
714	193016.8727
715	192944.7327
716	192862.9077
717	192834.8515
718	192763.5793
719	192741.7232
720	192682.5208
721	192621.4912
722	192596.184
723	192565.4166
724	192475.9853
725	192435.6513
726	192329.1799
727	192306.945
728	192223.1984
729	192117.9158
730	191987.5607
731	191899.9982
732	191793.8486
733	191753.6936
734	191709.0942
735	191685.5025
736	191601.7756
737	191539.8396
738	191522.9435
739	191470.2857
740	191403.208
741	191326.9085
742	191294.1587
743	191215.5597
744	191201.5388
745	191168.2699
746	191132.1413
747	190992.4926
748	190931.0908
749	190836.6254
750	190799.1329
751	190724.4939
752	190632.1089
753	190585.852
754	190470.3001
755	190420.3823
756	190373.9006
757	190316.5984
758	190296.714
759	190285.5894
760	190233.6006
761	190184.293
762	190138.3288
763	189992.3943
764	189988.6529
765	189907.9442
766	189854.417
767	189796.1149
768	189745.6239
769	189686.6897
770	189656.2608
771	189614.6039
772	189513.1557
773	189452.2773
774	189390.0498
775	189358.035
776	189335.7718
777	189310.9472
778	189237.6932
779	189176.0568
780	189140.8265
781	189103.5534
782	189032.0794
783	189025.5049
784	189000.6095
785	188912.436
786	188859.2776
787	188780.5086
788	188713.5478
789	188652.4809
790	188515.9314
791	188441.5342
792	188395.7507
793	188342.728
794	188294.1359
795	188217.6049
796	188183.1325
797	188141.4077
798	187962.2301
799	187947.2896
800	187913.2158
801	187847.0053
802	187809.1922
803	187792.9071
804	187716.0716
805	187698.0911
806	187631.2476
807	187495.8665
808	187468.4126
809	187395.2064
810	187361.5318
811	187352.0098
812	187315.1106
813	187262.3381
814	187217.2264
815	187187.5916
816	187143.7525
817	187099.7163
818	187026.2238
819	186984.4411
820	186863.5521
821	186831.876
822	186775.3211
823	186687.982
824	186623.8468
825	186578.3063
826	186517.5692
827	186469.9329
828	186378.1574
829	186319.0432
830	186275.6267
831	186212.1525
832	186172.6121
833	186106.5374
834	186066.3303
835	186019.7169
836	185988.4066
837	185972.875
838	185937.5975
839	185903.0514
840	185837.6084
841	185776.4723
842	185714.7013
843	185650.0688
844	185638.2673
845	185525.159
846	185514.3629
847	185421.3583
848	185346.9399
849	185251.8347
850	185241.3244
851	185208.1219
852	185190.6384
853	185138.4007
854	185086.629
855	185047.4496
856	184965.6174
857	184947.3569
858	184901.2524
859	184864.276
860	184812.3942
861	184785.2369
862	184678.7099
863	184640.8026
864	184624.442
865	184545.6812
866	184485.8611
867	184415.6082
868	184363.23
869	184351.0647
870	184302.8902
871	184272.9329
872	184196.1197
873	184142.5162
874	184072.2006
875	184068.427
876	184067.2659
877	184028.0417
878	183982.9789
879	183924.3982
880	183803.5317
881	183747.1079
882	183684.9937
883	183646.0592
884	183616.7349
885	183550.8692
886	183508.8299
887	183468.1576
888	183440.6313
889	183413.1495
890	183392.6086
891	183378.3088
892	183336.9958
893	183213.2411
894	183091.582
895	183038.0315
896	182962.4176
897	182888.0637
898	182861.7045
899	182807.3323
900	182713.0887
901	182620.8443
902	182531.9871
903	182499.5578
904	182444.8352
905	182374.2083
906	182294.499
907	182216.533
908	182208.9148
909	182151.138
910	182130.2225
911	182104.5591
912	182086.7347
913	182049.5167
914	181948.516
915	181930.3708
916	181898.4721
917	181825.8661
918	181784.0244
919	181713.2117
920	181612.2686
921	181588.455
922	181519.1791
923	181464.14
924	181264.5246
925	181110.2697
926	181108.8031
927	181031.0656
928	181002.8904
929	180950.0565
930	180869.4153
931	180822.7198
932	180786.3675
933	180744.1385
934	180651.33
935	180611.3037
936	180572.8033
937	180520.2682
938	180458.9371
939	180429.616
940	180386.5516
941	180295.9308
942	180265.3088
943	180231.4609
944	180184.136
945	180060.3281
946	179976.4394
947	179971.0057
948	179943.2887
949	179928.436
950	179883.3608
951	179807.2337
952	179775.8564
953	179735.1369
954	179702.2674
955	179686.3427
956	179623.429
957	179606.87
958	179520.1749
959	179492.1808
960	179445.3609
961	179368.4403
962	179306.5672
963	179135.8548
964	179083.2618
965	179051.0406
966	179031.2787
967	179009.8418
968	178928.1419
969	178844.336
970	178812.7087
971	178765.8241
972	178741.0679
973	178692.8926
974	178651.9603
975	178604.5859
976	178566.5322
977	178561.9123
978	178542.0947
979	178528.4476
980	178471.8001
981	178413.5765
982	178341.2518
983	178332.3259
984	178241.2226
985	178193.4693
986	178144.8395
987	178087.9627
988	178051.8873
989	177945.5678
990	177899.3947
991	177866.6393
992	177793.2017
993	177736.6891
994	177708.0719
995	177590.0447
996	177575.0278
997	177429.2396
998	177360.0377
999	177307.4301
