iter	RMSE
163	341328.6279
164	341192.6663
165	341073.2642
166	340922.8391
167	340700.1918
168	340580.6456
169	340448.6866
170	340319.9357
171	340239.6208
172	340141.3002
173	340074.3562
174	339897.3883
175	339770.1424
176	339641.9914
177	339582.4891
178	339445.0415
179	339367.1461
180	339269.9595
181	339183.6316
182	339114.2736
183	338908.259
184	338788.8773
185	338661.7583
186	338495.8081
187	338266.4709
188	338210.1749
189	338107.1239
190	338016.8276
191	337949.5336
192	337848.6964
193	337744.2687
194	337666.379
195	337575.9303
196	337483.2725
197	337338.8321
198	337268.2462
199	337237.108
200	337193.8019
201	337130.6328
202	337129.7179
203	337044.5968
204	336981.9179
205	336889.4423
206	336810.4404
207	336726.6491
208	336634.792
209	336525.4778
210	336356.2274
211	336304.8081
212	336252.9656
213	336206.1047
214	336137.5434
215	336133.1867
216	336074.9558
217	335994.0727
218	335892.0641
219	335841.7975
220	335817.9628
221	335766.5329
222	335692.5664
223	335635.4112
224	335555.0041
225	335443.8011
226	335385.8739
227	335378.9463
228	335320.9287
229	335275.1923
230	335205.0617
231	335165.5917
232	335083.7416
233	335036.9855
234	334961.941
235	334877.847
236	334841.2096
237	334806.2955
238	334778.1732
239	334762.5616
240	334759.9802
241	334647.3086
242	334608.1689
243	334588.6424
244	334541.8732
245	334501.9366
246	334395.8647
247	334308.3209
248	334289.7104
249	334201.2663
250	334150.1898
251	334086.7113
252	333941.2153
253	333916.0733
254	333821.5106
255	333815.6702
256	333782.8146
257	333694.5222
258	333633.9886
259	333585.9586
260	333557.4056
261	333553.6708
262	333551.8256
263	333533.1037
264	333511.3397
265	333511.2844
266	333460.5073
267	333381.9567
268	333342.4742
269	333326.8396
270	333277.1765
271	333242.4466
272	333212.1224
273	333183.7012
274	333099.8935
275	333030.9698
276	332988.5808
277	332802.1604
278	332761.0588
279	332760.2247
280	332713.3874
281	332642.2604
282	332541.5709
283	332516.6721
284	332481.9198
285	332472.5514
286	332429.6676
287	332369.0342
288	332297.2038
289	332202.3322
290	332108.1189
291	332078.7795
292	332045.9802
293	331993.8633
294	331960.0508
295	331958.8699
296	331901.6247
297	331835.8813
298	331768.3973
299	331720.4188
300	331634.7068
301	331579.0408
302	331550.3873
303	331468.1811
304	331440.6508
305	331355.0947
306	331322.6302
307	331293.3764
308	331284.238
309	331260.7307
310	331189.038
311	331165.1128
312	331067.7865
313	330993.2123
314	330934.3873
315	330911.6995
316	330871.9012
317	330846.7391
318	330799.2205
319	330717.6013
320	330664.5192
321	330633.0452
322	330612.0977
323	330574.2373
324	330539.5397
325	330518.5969
326	330404.7683
327	330363.4817
328	330323.6105
329	330292.9124
330	330242.1193
331	330224.0924
332	330173.8679
333	330160.1465
334	330073.6516
335	330007.2567
336	329978.0449
337	329905.0387
338	329814.2498
339	329659.5183
340	329606.189
341	329474.9065
342	329423.1283
343	329405.6747
344	329239.9108
345	329218.2859
346	329165.5638
347	329116.9433
348	329025.5046
349	328921.3944
350	328902.6147
351	328814.3926
352	328799.4839
353	328748.134
354	328736.0608
355	328728.7418
356	328721.6657
357	328676.6613
358	328669.2276
359	328652.6433
360	328592.14
361	328574.6086
362	328479.018
363	328445.336
364	328436.9444
365	328416.9639
366	328379.4435
367	328350.1115
368	328320.2208
369	328258.2127
370	328242.7413
371	328217.4467
372	328192.1856
373	328173.9923
374	328133.306
375	328087.3827
376	328054.5511
377	328011.0363
378	327960.7695
379	327933.3853
380	327857.219
381	327800.3219
382	327779.3923
383	327699.8985
384	327580.0358
385	327565.835
386	327527.8941
387	327519.0484
388	327406.2492
389	327393.3518
390	327377.1704
391	327358.9747
392	327186.6296
393	327162.1034
394	327159.78
395	327087.2645
396	327028.5568
397	327010.9585
398	326966.4373
399	326888.2478
400	326860.8923
401	326815.0664
402	326812.6702
403	326754.5439
404	326694.4211
405	326642.1519
406	326593.9329
407	326436.0855
408	326401.103
409	326386.6848
410	326378.3708
411	326374.6611
412	326331.5331
413	326273.5834
414	326195.0835
415	326172.1061
416	326137.8059
417	326084.5753
418	326048.0172
419	326007.9198
420	325987.711
421	325886.4078
422	325852.7065
423	325786.5276
424	325751.2922
425	325663.4035
426	325659.6187
427	325593.478
428	325545.0323
429	325529.8975
430	325490.6968
431	325364.8986
432	325356.8952
433	325329.2103
434	325245.3025
435	325128.1895
436	325064.7478
437	325058.722
438	324995.0314
439	324964.8779
440	324906.6956
441	324866.4049
442	324845.7972
443	324842.9349
444	324832.7548
445	324779.4746
446	324699.401
447	324681.2004
448	324672.381
449	324661.6847
450	324631.0612
451	324573.425
452	324566.0494
453	324535.5963
454	324493.9043
455	324416.2953
456	324414.1138
457	324386.3571
458	324380.8249
459	324377.7309
460	324331.7003
461	324324.5985
462	324303.7554
463	324232.8368
464	324224.8582
465	324214.3113
466	324202.9095
467	324115.9303
468	324061.8156
469	324022.1181
470	324017.92
471	324000.6565
472	323982.3792
473	323789.4344
474	323730.3564
475	323699.5914
476	323629.0808
477	323557.4668
478	323510.674
479	323461.8858
480	323456.5341
481	323386.8906
482	323312.5241
483	323229.7144
484	323047.1969
485	322927.7182
486	322908.2114
487	322859.6472
488	322784.9481
489	322715.9929
490	322703.8056
491	322669.3288
492	322661.6324
493	322587.9055
494	322523.4547
495	322486.6928
496	322420.9888
497	322388.2215
498	322337.9072
499	322281.3507
500	322210.9151
501	322192.7315
502	322149.0317
503	322115.6386
504	322071.8655
505	322035.2825
506	322029.3204
507	321842.7381
508	321841.3363
509	321839.3737
510	321825.916
511	321798.077
512	321768.0969
513	321695.5129
514	321520.7519
515	321517.9273
516	321504.0457
517	321457.2883
518	321446.5964
519	321405.643
520	321386.2274
521	321359.3415
522	321292.1578
523	321275.3712
524	321243.8316
525	321156.2454
526	321130.273
527	321095.59
528	321091.0056
529	321085.6818
530	321058.5424
531	320954.6052
532	320928.7312
533	320823.9093
534	320771.4344
535	320763.3024
536	320710.4816
537	320625.2714
538	320475.7615
539	320398.0123
540	320357.7726
541	320345.1586
542	320321.1338
543	320299.1837
544	320296.635
545	320235.5217
546	320226.153
547	320198.1384
548	320040.3115
549	320000.5014
550	319984.1895
551	319939.1151
552	319880.9548
553	319830.1938
554	319784.2194
555	319635.6161
556	319623.3358
557	319574.218
558	319555.273
559	319425.7024
560	319405.2971
561	319390.4173
562	319257.8253
563	319238.916
564	319111.7391
565	319091.0017
566	319078.7611
567	319067.9693
568	319060.8642
569	318986.2985
570	318973.7244
571	318960.0025
572	318950.0236
573	318899.8766
574	318880.0129
575	318739.1977
576	318652.3281
577	318647.3059
578	318640.8223
579	318613.311
580	318607.1575
581	318514.5763
582	318459.9234
583	318421.6293
584	318396.7515
585	318353.6636
586	318218.2093
587	318205.56
588	318186.0613
589	318119.5743
590	318112.7155
591	318103.7773
592	318100.5293
593	318095.3875
594	318090.0746
595	318037.3821
596	317941.8531
597	317926.5241
598	317882.562
599	317872.1804
600	317825.9944
601	317806.7314
602	317783.8615
603	317776.9255
604	317747.578
605	317708.6395
606	317626.2626
607	317591.2598
608	317511.9085
609	317508.7575
610	317471.3112
611	317452.939
612	317429.5131
613	317395.2319
614	317382.7023
615	317295.8195
616	317276.2366
617	317124.4035
618	317060.2616
619	317014.7062
620	316928.9757
621	316828.0257
622	316749.8136
623	316736.7645
624	316711.4797
625	316692.519
626	316671.0416
627	316562.6098
628	316549.8412
629	316490.1332
630	316471.5574
631	316462.9552
632	316377.1882
633	316346.5716
634	316329.4543
635	316322.9314
636	316270.2491
637	316247.8577
638	316187.2222
639	316181.5931
640	316173.3592
641	316163.2717
642	316073.9639
643	316072.0023
644	316066.3706
645	315987.0598
646	315967.8396
647	315958.2644
648	315909.965
649	315850.7461
650	315828.6426
651	315826.6684
652	315795.9869
653	315772.2857
654	315762.8952
655	315761.6372
656	315722.1973
657	315719.7457
658	315640.5025
659	315610.8615
660	315604.2435
661	315477.4902
662	315428.1857
663	315394.8423
664	315383.9446
665	315326.9792
666	315272.2579
667	315248.1358
668	315219.3346
669	315216.7636
670	315216.1823
671	315200.2292
672	315165.3464
673	315115.9574
674	315093.4684
675	315069.9372
676	315025.1087
677	315021.3096
678	314960.7507
679	314919.695
680	314870.459
681	314736.5304
682	314712.8072
683	314657.1224
684	314639.7254
685	314584.5881
686	314413.536
687	314384.661
688	314269.2504
689	314231.2481
690	314227.944
691	314227.3116
692	314179.4658
693	314164.5385
694	314160.9919
695	314147.0805
696	314131.0422
697	314129.4016
698	314114.5004
699	314068.0488
700	314022.3171
701	313966.3361
702	313907.8881
703	313842.1941
704	313837.866
705	313772.5711
706	313716.4112
707	313680.7542
708	313586.7899
709	313574.3828
710	313527.0722
711	313471.7738
712	313424.6561
713	313363.7552
714	313344.5405
715	313331.7497
716	313277.4907
717	313214.6823
718	313160.9047
719	313144.9478
720	313108.9036
721	313105.6082
722	313103.457
723	313093.1237
724	313074.7859
725	313066.3997
726	312951.4122
727	312943.5659
728	312937.5477
729	312877.9586
730	312874.0641
731	312806.4782
732	312796.5418
733	312760.1752
734	312733.1833
735	312693.3944
736	312684.1613
737	312618.079
738	312611.1048
739	312538.1467
740	312533.0121
741	312479.0543
742	312476.2892
743	312435.9997
744	312364.8554
745	312352.6219
746	312352.2437
747	312301.6314
748	312227.8625
749	312219.1631
750	312152.2844
751	312050.3689
752	312014.8508
753	311989.571
754	311886.1548
755	311863.459
756	311827.5256
757	311805.0098
758	311770.4139
759	311759.9666
760	311726.8431
761	311644.1178
762	311617.6157
763	311586.3957
764	311580.8436
765	311511.2257
766	311447.4508
767	311372.1919
768	311347.6608
769	311309.4566
770	311271.5632
771	311227.1261
772	311217.8487
773	311169.8113
774	311147.2964
775	311144.8107
776	311138.5447
777	311079.2936
778	311077.2377
779	311076.6684
780	311008.686
781	310908.0936
782	310879.2131
783	310864.0479
784	310838.5191
785	310773.4089
786	310698.3477
787	310691.2524
788	310657.9369
789	310600.8997
790	310573.2296
791	310569.6515
792	310548.868
793	310541.0643
794	310472.0388
795	310438.9025
796	310399.8919
797	310324.6988
798	310318.236
799	310256.0806
800	310186.9402
801	310133.3165
802	310132.9956
803	310118.6904
804	310115.4446
805	310111.2635
806	310068.4802
807	310044.1458
808	310040.1954
809	310015.7004
810	309992.312
811	309959.6151
812	309952.6395
813	309948.0604
814	309942.4265
815	309928.0279
816	309881.7998
817	309829.5501
818	309828.7345
819	309823.339
820	309797.5826
821	309793.081
822	309684.7242
823	309677.462
824	309658.9568
825	309626.3859
826	309625.3225
827	309617.5223
828	309567.7488
829	309563.9446
830	309538.3763
831	309537.5135
832	309493.3966
833	309410.4359
834	309398.5815
835	309307.9301
836	309303.1315
837	309288.1308
838	309274.2353
839	309151.3208
840	309137.1818
841	309093.7171
842	309071.1522
843	309070.1149
844	309067.3735
845	309061.1483
846	309052.7163
847	309052.1077
848	309016.9589
849	308977.287
850	308925.0025
851	308889.1764
852	308806.5572
853	308766.5552
854	308704.0799
855	308692.2506
856	308685.6267
857	308636.3927
858	308597.6874
859	308471.8864
860	308468.5468
861	308433.9558
862	308387.7825
863	308385.2099
864	308379.2198
865	308372.1062
866	308355.8044
867	308352.3337
868	308268.5345
869	308224.4293
870	308210.7171
871	308208.4955
872	308179.8103
873	308159.0773
874	308034.7649
875	308023.6752
876	307973.3455
877	307948.7626
878	307921.1545
879	307912.828
880	307895.2397
881	307875.111
882	307873.722
883	307819.1399
884	307791.6649
885	307751.4035
886	307744.4437
887	307692.9024
888	307609.1961
889	307568.783
890	307527.5946
891	307489.1545
892	307429.634
893	307409.1078
894	307363.0629
895	307340.4565
896	307332.6167
897	307215.7474
898	307128.7917
899	307128.2611
900	307101.9602
901	307062.7602
902	307049.5627
903	306924.8638
904	306880.9509
905	306853.3654
906	306840.9743
907	306770.1562
908	306723.398
909	306715.4293
910	306657.9135
911	306644.7075
912	306602.1889
913	306568.0629
914	306549.2836
915	306539.0537
916	306525.8156
917	306508.0436
918	306487.8368
919	306458.1834
920	306420.1502
921	306401.3701
922	306383.0507
923	306373.1419
924	306340.6209
925	306323.4516
926	306294.2243
927	306289.1312
928	306265.4688
929	306239.1247
930	306148.635
931	306114.1335
932	306081.7948
933	306035.3676
934	305985.8345
935	305956.2863
936	305899.9888
937	305825.5422
938	305821.0197
939	305812.8355
940	305768.8981
941	305713.7613
942	305707.9448
943	305695.8747
944	305664.6274
945	305619.7318
946	305616.4475
947	305604.457
948	305590.9385
949	305568.844
950	305552.3517
951	305539.1386
952	305532.9205
953	305525.4475
954	305483.2085
955	305463.4473
956	305450.7975
957	305390.3078
958	305380.0088
959	305367.9008
960	305274.8658
961	305229.7749
962	305216.1286
963	305199.199
964	305151.045
965	305062.1025
966	305054.3337
967	305007.7434
968	304924.7993
969	304896.2936
970	304850.4075
971	304758.1893
972	304649.7031
973	304591.9152
974	304577.0688
975	304529.1171
976	304514.7691
977	304508.186
978	304483.8471
979	304469.2832
980	304428.8998
981	304409.6789
982	304392.626
983	304382.1013
984	304359.4959
985	304297.4203
986	304251.7534
987	304199.2751
988	304172.0325
989	304093.7018
990	304065.0405
991	304045.558
992	304004.2262
993	303929.9747
994	303850.5123
995	303831.4772
996	303802.54
997	303765.2284
998	303724.2617
999	303720.5196
