iter	RMSE
150	333919.548
151	333719.9184
152	333587.2997
153	333347.9592
154	333115.3817
155	332979.2307
156	332830.4753
157	332705.8486
158	332598.4789
159	332444.1392
160	332305.1083
161	332175.9889
162	332079.8877
163	331949.1912
164	331771.2037
165	331658.5462
166	331540.1161
167	331357.7944
168	331234.9361
169	331017.9127
170	330878.3874
171	330723.5839
172	330587.6475
173	330400.7593
174	330279.4306
175	330175.6219
176	330061.8405
177	329987.5381
178	329829.9701
179	329784.7978
180	329701.4747
181	329618.9515
182	329540.1375
183	329425.1293
184	329270.1627
185	329114.8307
186	329020.3939
187	328934.4684
188	328820.9206
189	328775.3821
190	328735.4218
191	328682.3128
192	328575.3334
193	328499.2319
194	328465.6313
195	328359.0465
196	328259.4934
197	328174.1359
198	328032.4206
199	327925.5866
200	327830.8482
201	327700.63
202	327635.8007
203	327561.535
204	327552.0714
205	327503.8832
206	327418.165
207	327358.8177
208	327258.8816
209	327188.3201
210	327021.5002
211	326935.1352
212	326891.2851
213	326849.942
214	326701.6691
215	326591.7299
216	326497.1376
217	326436.7573
218	326390.7222
219	326297.2686
220	326294.7679
221	326189.7249
222	326152.2008
223	326104.9745
224	326084.4761
225	326043.5502
226	325985.9751
227	325913.5039
228	325826.6681
229	325614.5591
230	325559.177
231	325520.7048
232	325459.9952
233	325403.5369
234	325346.5013
235	325279.577
236	325184.9081
237	325118.5847
238	325066.7966
239	325005.4365
240	324904.1999
241	324845.4112
242	324807.7006
243	324700.1586
244	324627.1041
245	324599.5314
246	324529.6374
247	324473.6707
248	324389.3385
249	324229.4666
250	324107.8649
251	324050.4593
252	323982.4543
253	323923.5263
254	323882.5744
255	323873.7894
256	323790.589
257	323748.8773
258	323742.1822
259	323691.7882
260	323528.3331
261	323516.7502
262	323515.2337
263	323414.4854
264	323393.576
265	323300.4483
266	323237.9872
267	323170.1663
268	323111.0468
269	323044.4956
270	322995.9219
271	322939.2257
272	322886.0884
273	322817.7222
274	322801.5316
275	322750.5669
276	322713.3942
277	322640.4014
278	322499.6758
279	322476.9197
280	322432.4819
281	322357.3533
282	322318.6435
283	322261.3179
284	322195.4258
285	322158.9873
286	322106.8415
287	321996.2274
288	321938.1085
289	321912.224
290	321890.9673
291	321815.2702
292	321727.9069
293	321641.076
294	321625.4596
295	321564.8851
296	321549.7374
297	321499.6246
298	321436.2943
299	321419.1184
300	321392.3965
301	321360.8226
302	321304.2991
303	321271.5584
304	321234.1759
305	321233.599
306	321134.3575
307	321064.1353
308	321018.9162
309	320979.9705
310	320934.3188
311	320883.1576
312	320866.1081
313	320765.1372
314	320736.989
315	320731.0711
316	320589.5677
317	320549.0512
318	320500.6786
319	320433.9699
320	320356.4868
321	320335.9206
322	320193.2493
323	320137.3318
324	320075.6654
325	320032.9045
326	319990.2647
327	319893.743
328	319767.9215
329	319740.5961
330	319685.3541
331	319565.7194
332	319508.1293
333	319481.2942
334	319423.0804
335	319380.1482
336	319353.6893
337	319307.0378
338	319228.5453
339	319155.2968
340	319011.3823
341	318982.1921
342	318967.5358
343	318853.3232
344	318837.1375
345	318818.2361
346	318747.0747
347	318647.976
348	318618.7897
349	318601.3729
350	318517.6912
351	318424.1249
352	318377.0201
353	318305.0235
354	318290.4774
355	318244.6608
356	318195.1155
357	318119.3739
358	318087.2516
359	318077.3812
360	317995.9122
361	317946.3692
362	317914.2215
363	317882.1326
364	317794.2533
365	317745.6514
366	317666.5258
367	317586.4754
368	317511.5702
369	317428.3727
370	317414.9437
371	317381.9019
372	317317.9094
373	317240.5547
374	317171.2824
375	317116.9109
376	317041.7911
377	317009.0427
378	316928.6952
379	316921.5427
380	316914.4009
381	316887.4384
382	316854.1851
383	316830.041
384	316809.6493
385	316742.0156
386	316689.347
387	316669.718
388	316585.3549
389	316547.3733
390	316519.5926
391	316507.7378
392	316443.3096
393	316423.483
394	316413.936
395	316359.4167
396	316303.7702
397	316212.5133
398	316131.0815
399	316070.685
400	316013.9977
401	315940.0697
402	315865.264
403	315824.6685
404	315731.6872
405	315722.0199
406	315673.0302
407	315531.1758
408	315503.8602
409	315443.8988
410	315425.0598
411	315379.5806
412	315349.3474
413	315309.8347
414	315205.6901
415	315187.658
416	315163.5166
417	314949.7495
418	314835.9757
419	314777.4615
420	314709.61
421	314661.3442
422	314630.1556
423	314559.5908
424	314544.4818
425	314517.4399
426	314502.7175
427	314479.4518
428	314475.58
429	314418.0373
430	314380.2579
431	314281.9262
432	314201.2584
433	314184.905
434	314138.517
435	314082.1119
436	313979.1332
437	313947.5205
438	313843.8849
439	313803.4509
440	313789.1796
441	313749.2752
442	313686.8145
443	313630.1374
444	313585.8559
445	313551.811
446	313526.9252
447	313505.9219
448	313435.4151
449	313401.8191
450	313370.9301
451	313338.6425
452	313157.8611
453	313088.5995
454	313010.9421
455	312885.7902
456	312811.7688
457	312761.7345
458	312749.7745
459	312684.3207
460	312549.1626
461	312503.943
462	312455.2964
463	312379.7269
464	312356.2695
465	312277.4834
466	312138.0561
467	312117.8141
468	312077.2551
469	312047.1498
470	311993.5125
471	311964.9376
472	311914.3691
473	311813.3014
474	311767.3252
475	311635.16
476	311553.3556
477	311540.7517
478	311525.4229
479	311492.5346
480	311448.4316
481	311313.6607
482	311237.9012
483	311226.5406
484	311198.6194
485	311176.6031
486	311138.1937
487	311123.7375
488	311020.7948
489	311004.3505
490	310958.1973
491	310898.8279
492	310881.1927
493	310869.8779
494	310795.1744
495	310707.1331
496	310658.307
497	310606.9447
498	310555.2503
499	310542.8158
500	310487.2328
501	310389.216
502	310238.1374
503	310172.3216
504	310104.6977
505	310090.5379
506	310080.1653
507	310033.3443
508	310020.122
509	310009.2305
510	309997.8441
511	309926.7408
512	309779.037
513	309758.4053
514	309732.8489
515	309613.0683
516	309571.0166
517	309485.2825
518	309452.339
519	309426.7367
520	309416.9847
521	309376.5077
522	309287.682
523	309244.2903
524	309222.9391
525	309180.4588
526	309142.5891
527	309110.8199
528	309088.02
529	309035.1429
530	309013.1913
531	308954.3017
532	308943.302
533	308866.9296
534	308840.4018
535	308811.3765
536	308775.8511
537	308750.6088
538	308648.9914
539	308639.477
540	308579.7406
541	308561.2702
542	308515.7239
543	308497.5465
544	308483.4256
545	308468.9986
546	308448.6243
547	308429.2902
548	308387.6507
549	308332.9515
550	308218.5569
551	308210.2031
552	308157.7211
553	308144.4178
554	308020.7365
555	307978.5443
556	307963.9002
557	307854.4433
558	307824.3297
559	307785.4031
560	307739.1325
561	307601.5381
562	307496.3215
563	307470.604
564	307432.0343
565	307419.0387
566	307392.8726
567	307351.9531
568	307317.4316
569	307255.4007
570	307213.8646
571	307105.4275
572	307087.1048
573	307069.2347
574	307021.6114
575	306999.7414
576	306943.9794
577	306922.95
578	306904.7835
579	306814.6673
580	306680.2525
581	306659.2416
582	306629.3728
583	306568.1862
584	306467.8992
585	306398.8327
586	306388.7151
587	306330.7597
588	306285.4775
589	306219.2976
590	306110.8284
591	306023.8194
592	305999.4301
593	305985.7133
594	305982.2668
595	305959.8211
596	305925.9074
597	305901.6236
598	305776.4419
599	305740.9371
600	305700.9333
601	305633.4361
602	305585.994
603	305508.6045
604	305500.5142
605	305482.2269
606	305384.4826
607	305326.8158
608	305318.4395
609	305273.4231
610	305177.2732
611	305139.9168
612	305057.5907
613	304997.5736
614	304882.8223
615	304837.356
616	304829.6563
617	304811.1051
618	304761.5382
619	304749.937
620	304655.4877
621	304612.8429
622	304551.3801
623	304477.4846
624	304458.567
625	304400.2792
626	304365.7126
627	304300.5882
628	304271.8953
629	304257.6687
630	304149.6734
631	304066.5126
632	304055.2691
633	304013.9006
634	303951.292
635	303922.7384
636	303915.9036
637	303909.0475
638	303876.6116
639	303794.8605
640	303787.5809
641	303777.0689
642	303727.7124
643	303709.5335
644	303631.2962
645	303619.2899
646	303597.4383
647	303593.9031
648	303574.0976
649	303527.8649
650	303501.4181
651	303457.968
652	303425.8246
653	303312.1457
654	303270.0338
655	303216.2573
656	303183.001
657	303146.534
658	303135.4656
659	303032.0625
660	303010.7405
661	302969.7693
662	302966.4283
663	302945.3647
664	302825.5975
665	302809.7291
666	302785.205
667	302770.0579
668	302759.7072
669	302705.9864
670	302680.2145
671	302624.6464
672	302607.5278
673	302576.6861
674	302511.587
675	302407.5768
676	302401.8344
677	302367.1553
678	302349.9406
679	302346.1417
680	302333.323
681	302278.9693
682	302242.0042
683	302234.8943
684	302152.9869
685	302085.742
686	302071.9849
687	302042.7215
688	302005.395
689	301920.8996
690	301871.519
691	301839.432
692	301784.1943
693	301776.295
694	301723.7547
695	301701.4399
696	301659.0658
697	301646.7147
698	301538.5454
699	301529.3821
700	301473.6254
701	301406.6407
702	301403.5724
703	301377.5438
704	301360.4541
705	301309.1545
706	301292.9825
707	301284.0071
708	301242.7763
709	301213.8903
710	301184.0075
711	301165.4255
712	301077.6298
713	301043.0018
714	301039.9807
715	301031.7489
716	301008.9217
717	300976.5831
718	300939.7253
719	300915.0795
720	300907.4053
721	300864.4338
722	300856.9775
723	300738.9446
724	300735.4483
725	300638.1175
726	300620.3477
727	300551.4702
728	300491.9898
729	300452.9909
730	300355.2413
731	300340.3164
732	300301.4911
733	300274.2713
734	300265.3215
735	300176.021
736	300151.0507
737	300105.5492
738	300094.4125
739	300081.5163
740	300069.6621
741	300032.2452
742	299938.456
743	299852.0447
744	299814.3384
745	299785.0221
746	299781.8193
747	299716.6246
748	299705.377
749	299697.0401
750	299643.1974
751	299590.9639
752	299538.4561
753	299518.9492
754	299489.2542
755	299481.6709
756	299452.7299
757	299373.0195
758	299321.3451
759	299314.8706
760	299301.3454
761	299168.5688
762	299125.7573
763	299112.2549
764	299017.4146
765	298957.7177
766	298928.1911
767	298883.1903
768	298796.4371
769	298726.972
770	298716.8016
771	298696.8748
772	298655.4042
773	298652.9812
774	298649.6095
775	298619.8247
776	298586.3502
777	298503.1118
778	298422.8852
779	298384.7546
780	298370.1764
781	298322.1382
782	298267.5003
783	298257.8025
784	298168.3058
785	298127.6085
786	298116.4285
787	298083.0014
788	298060.5704
789	298041.0904
790	298006.8807
791	297997.0559
792	297987.1312
793	297950.5928
794	297855.9059
795	297731.7162
796	297613.0149
797	297566.3974
798	297535.8409
799	297502.6873
800	297472.0205
801	297414.0068
802	297410.9938
803	297372.8151
804	297371.9656
805	297308.8726
806	297293.6272
807	297262.6026
808	297214.6239
809	297193.3058
810	297155.0828
811	297123.3768
812	297103.2075
813	297065.5166
814	297044.9181
815	296987.3554
816	296929.382
817	296875.9852
818	296859.1778
819	296855.9203
820	296844.416
821	296840.858
822	296753.2668
823	296713.4833
824	296625.8597
825	296585.462
826	296544.5147
827	296526.9114
828	296506.6346
829	296498.4245
830	296490.1499
831	296449.7993
832	296442.9931
833	296431.0573
834	296422.7525
835	296356.5543
836	296322.848
837	296320.5587
838	296309.4889
839	296257.5855
840	296201.5813
841	296194.246
842	296174.1814
843	296157.848
844	296150.3139
845	296139.7205
846	296122.0847
847	296119.1198
848	296083.0581
849	296033.603
850	295955.6136
851	295913.0633
852	295897.6657
853	295897.2991
854	295889.467
855	295839.0181
856	295790.6213
857	295784.743
858	295770.233
859	295743.0663
860	295702.8259
861	295657.9705
862	295637.9797
863	295600.9965
864	295585.8509
865	295514.4061
866	295502.0264
867	295472.1436
868	295455.2695
869	295444.496
870	295397.2875
871	295375.2577
872	295318.6605
873	295301.9559
874	295253.3767
875	295218.4791
876	295175.9485
877	295130.2996
878	295099.6674
879	295095.5016
880	295079.5397
881	295077.466
882	295063.2916
883	295059.6747
884	295059.2175
885	295049.8729
886	295046.5495
887	295029.6937
888	294969.0043
889	294922.772
890	294898.7591
891	294801.8945
892	294794.2993
893	294728.3949
894	294721.7487
895	294720.357
896	294702.2999
897	294679.8641
898	294670.4789
899	294630.344
900	294615.1338
901	294599.8605
902	294592.9248
903	294541.7494
904	294535.9511
905	294498.1535
906	294478.1136
907	294443.7571
908	294384.4531
909	294341.2123
910	294306.6145
911	294252.5552
912	294177.7964
913	294157.6218
914	294084.6081
915	294065.4022
916	294042.7105
917	293991.7834
918	293970.3944
919	293963.9555
920	293930.8125
921	293924.1794
922	293912.4474
923	293857.357
924	293851.3865
925	293800.2801
926	293776.2702
927	293742.7051
928	293721.3549
929	293688.2988
930	293602.0035
931	293558.5374
932	293503.1512
933	293495.5561
934	293481.4919
935	293478.0897
936	293477.6326
937	293472.5611
938	293432.1558
939	293397.501
940	293385.4149
941	293336.9416
942	293311.6019
943	293303.5749
944	293267.8114
945	293248.0032
946	293242.719
947	293189.9501
948	293182.938
949	293164.4017
950	293083.3208
951	293059.3107
952	292997.4137
953	292964.9036
954	292912.7017
955	292860.0436
956	292809.6367
957	292796.7331
958	292786.9562
959	292775.7662
960	292774.5881
961	292768.4387
962	292731.1011
963	292730.5383
964	292720.1761
965	292685.7785
966	292630.447
967	292621.7593
968	292529.8494
969	292513.0745
970	292511.7309
971	292474.2651
972	292456.1928
973	292431.5105
974	292405.6922
975	292347.395
976	292303.3539
977	292251.8762
978	292236.4273
979	292222.5543
980	292193.4823
981	292154.9612
982	292126.4598
983	292080.1718
984	292056.2465
985	292033.7589
986	292017.8676
987	291989.2051
988	291977.1278
989	291931.8398
990	291929.941
991	291916.4178
992	291872.8292
993	291851.3734
994	291806.3808
995	291777.4696
996	291757.5975
997	291751.9566
998	291689.3561
999	291667.7692
