iter	Passed	Remaining
606	5054	3272
607	5079	3275
608	5089	3267
609	5129	3279
610	5139	3271
611	5147	3263
612	5156	3255
613	5164	3247
614	5173	3238
615	5181	3229
616	5190	3221
617	5197	3212
618	5204	3203
619	5212	3194
620	5221	3186
621	5228	3177
622	5237	3169
623	5245	3160
624	5255	3153
625	5265	3145
626	5274	3137
627	5285	3130
628	5295	3123
629	5306	3116
630	5318	3109
631	5326	3101
632	5333	3092
633	5345	3086
634	5357	3079
635	5373	3075
636	5387	3069
637	5401	3064
638	5412	3057
639	5423	3050
640	5433	3043
641	5443	3035
642	5451	3026
643	5461	3019
644	5471	3011
645	5484	3005
646	5496	2998
647	5505	2990
648	5513	2982
649	5521	2973
650	5529	2964
651	5538	2956
652	5547	2947
653	5556	2939
654	5564	2931
655	5574	2923
656	5582	2914
657	5592	2906
658	5601	2898
659	5610	2890
660	5620	2882
661	5627	2873
662	5635	2864
663	5643	2855
664	5652	2847
665	5660	2838
666	5668	2829
667	5677	2821
668	5686	2813
669	5695	2805
670	5709	2799
671	5719	2791
672	5728	2783
673	5737	2775
674	5746	2767
675	5756	2758
676	5766	2751
677	5777	2743
678	5785	2735
679	5793	2726
680	5801	2717
681	5809	2708
682	5817	2700
683	5826	2691
684	5833	2682
685	5840	2673
686	5848	2664
687	5857	2656
688	5862	2646
689	5869	2637
690	5874	2626
691	5880	2617
692	5885	2607
693	5890	2597
694	5896	2587
695	5902	2577
696	5907	2568
697	5914	2559
698	5919	2549
699	5923	2538
700	5928	2528
701	5934	2519
702	5938	2509
703	5943	2498
704	5949	2489
705	5955	2479
706	5960	2470
707	5966	2460
708	5971	2450
709	5976	2440
710	5981	2431
711	5985	2421
712	5990	2411
713	5996	2401
714	6007	2394
715	6017	2387
716	6021	2376
717	6025	2366
718	6030	2356
719	6035	2347
720	6039	2336
721	6050	2329
722	6055	2319
723	6061	2310
724	6066	2301
725	6070	2291
726	6093	2288
727	6109	2282
728	6113	2272
729	6117	2262
730	6123	2253
731	6130	2244
732	6134	2234
733	6139	2225
734	6143	2215
735	6147	2205
736	6152	2195
737	6158	2186
738	6163	2176
739	6166	2166
740	6170	2156
741	6174	2147
742	6180	2137
743	6185	2128
744	6189	2118
745	6195	2109
746	6201	2100
747	6208	2091
748	6214	2082
749	6219	2073
750	6225	2064
751	6231	2055
752	6239	2046
753	6246	2038
754	6258	2031
755	6264	2021
756	6275	2014
757	6281	2005
758	6287	1996
759	6291	1986
760	6297	1977
761	6301	1968
762	6308	1959
763	6313	1950
764	6318	1940
765	6324	1931
766	6330	1923
767	6334	1913
768	6339	1904
769	6348	1896
770	6361	1889
771	6370	1881
772	6374	1872
773	6379	1862
774	6391	1855
775	6400	1847
776	6405	1838
777	6411	1829
778	6415	1820
779	6422	1811
780	6431	1803
781	6439	1795
782	6443	1785
783	6449	1776
784	6455	1768
785	6459	1758
786	6469	1750
787	6474	1741
788	6481	1733
789	6486	1724
790	6492	1715
791	6497	1706
792	6501	1697
793	6508	1688
794	6514	1679
795	6518	1670
796	6524	1661
797	6529	1652
798	6533	1643
799	6545	1636
800	6551	1627
801	6559	1619
802	6566	1610
803	6571	1602
804	6580	1594
805	6590	1586
806	6602	1579
807	6608	1570
808	6616	1562
809	6625	1554
810	6631	1545
811	6638	1537
812	6645	1528
813	6649	1519
814	6659	1511
815	6665	1502
816	6672	1494
817	6678	1486
818	6682	1476
819	6689	1468
820	6693	1459
821	6698	1450
822	6705	1442
823	6710	1433
824	6715	1424
825	6721	1415
826	6727	1407
827	6733	1398
828	6738	1390
829	6744	1381
830	6752	1373
831	6756	1364
832	6761	1355
833	6767	1347
834	6779	1339
835	6792	1332
836	6806	1325
837	6813	1317
838	6819	1308
839	6823	1299
840	6827	1290
841	6832	1282
842	6837	1273
843	6841	1264
844	6846	1255
845	6851	1247
846	6856	1238
847	6865	1230
848	6869	1221
849	6874	1213
850	6879	1204
851	6884	1195
852	6887	1186
853	6890	1178
854	6893	1169
855	6897	1160
856	6902	1151
857	6906	1142
858	6910	1134
859	6914	1125
860	6918	1116
861	6922	1108
862	6927	1099
863	6931	1091
864	6935	1082
865	6939	1073
866	6944	1065
867	6948	1056
868	6953	1048
869	6957	1039
870	6963	1031
871	6968	1022
872	6971	1014
873	6975	1005
874	6980	997
875	6985	988
876	6989	980
877	6995	972
878	6999	963
879	7003	954
880	7007	946
881	7011	938
882	7016	929
883	7020	921
884	7024	912
885	7029	904
886	7033	896
887	7042	888
888	7047	879
889	7050	871
890	7055	863
891	7060	854
892	7063	846
893	7068	838
894	7072	829
895	7076	821
896	7100	815
897	7111	807
898	7116	799
899	7120	791
900	7124	782
901	7129	774
902	7135	766
903	7141	758
904	7143	749
905	7148	741
906	7156	733
907	7162	725
908	7166	717
909	7170	709
910	7174	700
911	7180	692
912	7184	684
913	7191	676
914	7195	668
915	7200	660
916	7205	652
917	7208	643
918	7213	635
919	7216	627
920	7224	619
921	7230	611
922	7234	603
923	7243	595
924	7249	587
925	7253	579
926	7257	571
927	7263	563
928	7269	555
929	7274	547
930	7279	539
931	7283	531
932	7290	523
933	7295	515
934	7300	507
935	7311	499
936	7320	492
937	7325	484
938	7329	476
939	7334	468
940	7340	460
941	7344	452
942	7349	444
943	7357	436
944	7361	428
945	7365	420
946	7370	412
947	7374	404
948	7377	396
949	7381	388
950	7386	380
951	7391	372
952	7398	364
953	7403	356
954	7408	349
955	7411	341
956	7417	333
957	7422	325
958	7426	317
959	7429	309
960	7434	301
961	7439	293
962	7443	285
963	7448	278
964	7453	270
965	7457	262
966	7462	254
967	7468	246
968	7473	239
969	7482	231
970	7493	223
971	7502	216
972	7509	208
973	7514	200
974	7519	192
975	7523	184
976	7527	177
977	7536	169
978	7540	161
979	7544	153
980	7549	146
981	7553	138
982	7556	130
983	7561	122
984	7566	115
985	7571	107
986	7575	99
987	7580	92
988	7584	84
989	7588	76
990	7592	68
991	7596	61
992	7600	53
993	7604	45
994	7608	38
995	7613	30
996	7617	22
997	7621	15
998	7626	7
999	7632	0
