iter	Passed	Remaining
269	1711	4628
270	1716	4617
271	1720	4605
272	1726	4597
273	1730	4585
274	1746	4604
275	1754	4602
276	1761	4596
277	1769	4595
278	1777	4592
279	1783	4586
280	1791	4583
281	1805	4595
282	1812	4592
283	1819	4588
284	1827	4584
285	1835	4582
286	1841	4576
287	1859	4596
288	1866	4592
289	1872	4583
290	1878	4577
291	1886	4573
292	1893	4568
293	1900	4563
294	1907	4557
295	1912	4548
296	1918	4541
297	1924	4534
298	1926	4517
299	1933	4510
300	1938	4500
301	1944	4494
302	1951	4489
303	1958	4484
304	1965	4478
305	1970	4469
306	1975	4459
307	1981	4452
308	1987	4443
309	1995	4441
310	2002	4437
311	2007	4427
312	2013	4418
313	2020	4415
314	2027	4408
315	2034	4404
316	2040	4397
317	2048	4392
318	2051	4380
319	2057	4372
320	2073	4385
321	2094	4409
322	2103	4409
323	2110	4403
324	2120	4403
325	2130	4404
326	2137	4399
327	2149	4403
328	2158	4402
329	2166	4399
330	2174	4394
331	2183	4394
332	2193	4394
333	2203	4394
334	2216	4399
335	2228	4403
336	2237	4402
337	2248	4404
338	2259	4406
339	2269	4405
340	2279	4404
341	2290	4405
342	2332	4468
343	2348	4477
344	2362	4485
345	2374	4488
346	2384	4487
347	2393	4484
348	2403	4483
349	2412	4480
350	2420	4474
351	2428	4470
352	2437	4467
353	2446	4464
354	2457	4465
355	2462	4455
356	2472	4452
357	2482	4451
358	2491	4449
359	2501	4447
360	2507	4438
361	2511	4426
362	2518	4420
363	2524	4411
364	2528	4399
365	2535	4392
366	2543	4387
367	2550	4379
368	2557	4372
369	2566	4369
370	2576	4368
371	2584	4362
372	2594	4360
373	2601	4354
374	2607	4345
375	2613	4337
376	2619	4329
377	2625	4320
378	2631	4311
379	2639	4306
380	2645	4297
381	2649	4285
382	2657	4280
383	2662	4271
384	2667	4260
385	2676	4257
386	2680	4246
387	2685	4235
388	2690	4226
389	2696	4218
390	2701	4207
391	2705	4196
392	2710	4186
393	2717	4179
394	2722	4169
395	2727	4159
396	2730	4147
397	2739	4143
398	2750	4142
399	2759	4139
400	2765	4131
401	2776	4129
402	2785	4125
403	2794	4123
404	2811	4130
405	2818	4122
406	2824	4115
407	2829	4106
408	2837	4099
409	2843	4092
410	2851	4085
411	2858	4080
412	2863	4070
413	2871	4064
414	2878	4057
415	2881	4045
416	2888	4038
417	2895	4030
418	2902	4024
419	2908	4016
420	2914	4008
421	2921	4001
422	2927	3993
423	2933	3984
424	2938	3975
425	2944	3967
426	2949	3957
427	2955	3949
428	2961	3941
429	2970	3937
430	2975	3928
431	2982	3920
432	2988	3913
433	2995	3906
434	3001	3898
435	3008	3892
436	3013	3882
437	3020	3875
438	3025	3866
439	3033	3860
440	3038	3851
441	3044	3843
442	3052	3837
443	3058	3830
444	3065	3822
445	3076	3821
446	3084	3815
447	3092	3810
448	3105	3811
449	3115	3807
450	3123	3802
451	3131	3796
452	3139	3790
453	3146	3783
454	3152	3776
455	3158	3768
456	3164	3759
457	3170	3752
458	3176	3744
459	3182	3736
460	3189	3728
461	3193	3718
462	3199	3710
463	3205	3703
464	3213	3697
465	3220	3690
466	3225	3681
467	3233	3676
468	3240	3668
469	3247	3661
470	3254	3655
471	3262	3649
472	3270	3644
473	3275	3634
474	3281	3626
475	3289	3621
476	3296	3614
477	3306	3610
478	3315	3605
479	3319	3596
480	3351	3616
481	3374	3626
482	3385	3624
483	3394	3618
484	3402	3613
485	3411	3608
486	3420	3602
487	3430	3598
488	3437	3592
489	3447	3587
490	3459	3585
491	3471	3584
492	3483	3582
493	3493	3578
494	3504	3575
495	3518	3575
496	3530	3572
497	3542	3570
498	3564	3579
499	3577	3577
500	3589	3575
501	3601	3573
502	3613	3570
503	3623	3566
504	3637	3565
505	3649	3562
506	3659	3558
507	3669	3554
508	3677	3547
509	3687	3542
510	3696	3536
511	3705	3531
512	3716	3528
513	3726	3523
514	3737	3519
515	3747	3515
516	3756	3509
517	3766	3504
518	3776	3499
519	3783	3492
520	3792	3486
521	3801	3481
522	3810	3475
523	3819	3469
524	3830	3465
525	3838	3459
526	3849	3455
527	3859	3450
528	3868	3444
529	3877	3438
530	3885	3432
531	3896	3427
532	3905	3421
533	3913	3415
534	3921	3408
535	3930	3402
536	3940	3397
537	3948	3390
538	3958	3385
539	3967	3380
540	3979	3375
541	3993	3374
542	4006	3371
543	4020	3369
544	4032	3366
545	4045	3363
546	4057	3360
547	4070	3357
548	4080	3351
549	4089	3346
550	4100	3341
551	4110	3336
552	4120	3330
553	4132	3326
554	4142	3321
555	4155	3318
556	4167	3314
557	4176	3308
558	4191	3306
559	4204	3303
560	4219	3302
561	4232	3298
562	4246	3296
563	4267	3298
564	4282	3297
565	4292	3291
566	4302	3285
567	4312	3280
568	4322	3273
569	4333	3268
570	4367	3281
571	4418	3306
572	4436	3306
573	4446	3300
574	4457	3294
575	4468	3289
576	4479	3283
577	4487	3276
578	4495	3268
579	4504	3261
580	4513	3254
581	4523	3248
582	4532	3242
583	4544	3237
584	4554	3230
585	4564	3224
586	4576	3219
587	4587	3214
588	4599	3209
589	4616	3207
590	4633	3206
591	4645	3201
592	4655	3195
593	4665	3189
594	4676	3183
595	4688	3177
596	4697	3170
597	4709	3165
598	4722	3161
599	4733	3155
600	4744	3149
601	4754	3143
602	4763	3136
603	4773	3129
604	4784	3123
605	4794	3117
606	4807	3112
607	4819	3107
608	4831	3102
609	4844	3097
610	4888	3112
611	4897	3104
612	4906	3097
613	4916	3090
614	4924	3082
615	4935	3076
616	4944	3069
617	4953	3062
618	4965	3056
619	4976	3049
620	4984	3042
621	4993	3034
622	5003	3027
623	5012	3020
624	5023	3014
625	5033	3007
626	5043	3000
627	5054	2993
628	5063	2986
629	5073	2979
630	5083	2972
631	5093	2965
632	5103	2958
633	5113	2951
634	5123	2945
635	5132	2937
636	5141	2929
637	5149	2922
638	5158	2914
639	5169	2908
640	5179	2900
641	5189	2893
642	5198	2886
643	5206	2878
644	5216	2871
645	5226	2864
646	5237	2857
647	5246	2849
648	5254	2841
649	5263	2834
650	5274	2827
651	5283	2819
652	5294	2813
653	5305	2806
654	5317	2800
655	5328	2794
656	5338	2787
657	5348	2780
658	5356	2771
659	5379	2771
660	5412	2775
661	5429	2772
662	5444	2767
663	5458	2762
664	5467	2754
665	5477	2747
666	5490	2741
667	5501	2734
668	5514	2728
669	5525	2721
670	5535	2714
671	5546	2707
672	5556	2699
673	5569	2693
674	5607	2699
675	5620	2693
676	5631	2686
677	5645	2681
678	5657	2674
679	5668	2667
680	5682	2661
681	5694	2655
682	5705	2648
683	5716	2640
684	5730	2635
685	5745	2630
686	5760	2624
687	5778	2620
688	5789	2613
689	5800	2605
690	5809	2598
691	5823	2591
692	5834	2584
693	5844	2576
694	5853	2568
695	5863	2561
696	5873	2553
697	5882	2545
698	5894	2538
699	5904	2530
700	5914	2522
701	5923	2514
702	5931	2506
703	5941	2498
704	5953	2490
705	5968	2485
706	5999	2486
707	6025	2485
708	6040	2479
709	6056	2473
710	6073	2468
711	6085	2461
712	6102	2456
713	6116	2449
714	6131	2443
715	6147	2438
716	6164	2433
717	6188	2430
718	6205	2425
719	6220	2419
720	6239	2414
721	6274	2416
722	6348	2432
723	6366	2427
724	6418	2434
725	6442	2431
726	6454	2423
727	6464	2415
728	6472	2406
729	6482	2397
730	6494	2390
731	6504	2381
732	6514	2373
733	6528	2365
734	6539	2357
735	6551	2349
736	6561	2341
737	6573	2333
738	6589	2327
739	6614	2323
740	6627	2316
741	6636	2307
742	6647	2299
743	6658	2291
744	6669	2282
745	6682	2275
746	6692	2266
747	6703	2258
748	6713	2249
749	6724	2241
750	6734	2232
751	6744	2224
752	6754	2215
753	6763	2206
754	6773	2197
755	6783	2189
756	6793	2180
757	6802	2171
758	6811	2162
759	6827	2156
760	6839	2148
761	6863	2143
762	6880	2137
763	6894	2129
764	6906	2121
765	6918	2113
766	6928	2104
767	6941	2096
768	6952	2088
769	6963	2079
770	6973	2071
771	6983	2062
772	6993	2053
773	7003	2044
774	7011	2035
775	7024	2027
776	7054	2024
777	7070	2017
778	7095	2013
779	7107	2004
780	7124	1997
781	7140	1990
782	7175	1988
783	7206	1985
784	7219	1977
785	7232	1969
786	7243	1960
787	7253	1951
788	7265	1942
789	7278	1934
790	7290	1926
791	7299	1917
792	7313	1909
793	7331	1902
794	7343	1893
795	7355	1884
796	7373	1878
797	7389	1870
798	7399	1861
799	7414	1853
800	7457	1852
801	7475	1845
802	7490	1837
803	7507	1830
804	7525	1822
805	7540	1814
806	7551	1805
807	7562	1797
808	7576	1788
809	7588	1779
810	7599	1770
811	7611	1762
812	7623	1753
813	7642	1746
814	7657	1738
815	7672	1730
816	7685	1721
817	7700	1713
818	7712	1704
819	7726	1696
820	7738	1687
821	7749	1678
822	7761	1669
823	7773	1660
824	7786	1651
825	7798	1642
826	7809	1633
827	7818	1624
828	7831	1615
829	7842	1606
830	7852	1596
831	7865	1588
832	7881	1580
833	7893	1571
834	7906	1562
835	7916	1553
836	7933	1545
837	7946	1536
838	7956	1526
839	7966	1517
840	7978	1508
841	7989	1499
842	7998	1489
843	8009	1480
844	8018	1470
845	8027	1461
846	8037	1451
847	8046	1442
848	8056	1432
849	8066	1423
850	8076	1414
851	8085	1404
852	8095	1395
853	8103	1385
854	8111	1375
855	8120	1366
856	8131	1356
857	8140	1347
858	8149	1337
859	8157	1328
860	8166	1318
861	8176	1309
862	8190	1300
863	8202	1291
864	8215	1282
865	8232	1273
866	8241	1264
867	8253	1255
868	8263	1245
869	8279	1237
870	8292	1228
871	8303	1218
872	8312	1209
873	8324	1200
874	8334	1190
875	8345	1181
876	8357	1172
877	8369	1162
878	8378	1153
879	8387	1143
880	8398	1134
881	8409	1125
882	8420	1115
883	8432	1106
884	8443	1097
885	8479	1091
886	8495	1082
887	8505	1072
888	8515	1063
889	8525	1053
890	8535	1044
891	8546	1034
892	8558	1025
893	8569	1016
894	8579	1006
895	8592	997
896	8601	987
897	8611	978
898	8619	968
899	8629	958
900	8639	949
901	8651	940
902	8662	930
903	8671	920
904	8719	915
905	8741	906
906	8753	897
907	8764	888
908	8776	878
909	8787	869
910	8796	859
911	8805	849
912	8815	840
913	8825	830
914	8835	820
915	8845	811
916	8856	801
917	8867	792
918	8876	782
919	8885	772
920	8896	763
921	8922	754
922	8932	745
923	8942	735
924	8957	726
925	8967	716
926	8977	706
927	8987	697
928	8999	687
929	9010	678
930	9020	668
931	9032	659
932	9041	649
933	9051	639
934	9061	629
935	9071	620
936	9081	610
937	9091	600
938	9101	591
939	9113	581
940	9123	572
941	9133	562
942	9143	552
943	9152	542
944	9160	533
945	9169	523
946	9178	513
947	9186	503
948	9196	494
949	9206	484
950	9215	474
951	9226	465
952	9235	455
953	9245	445
954	9255	436
955	9266	426
956	9276	416
957	9284	407
958	9293	397
959	9302	387
960	9310	377
961	9320	368
962	9330	358
963	9340	348
964	9349	339
965	9356	329
966	9365	319
967	9373	309
968	9383	300
969	9392	290
970	9401	280
971	9412	271
972	9421	261
973	9431	251
974	9442	242
975	9452	232
976	9462	222
977	9474	213
978	9520	204
979	9533	194
980	9543	184
981	9554	175
982	9567	165
983	9578	155
984	9587	146
985	9596	136
986	9605	126
987	9613	116
988	9624	107
989	9634	97
990	9645	87
991	9656	77
992	9666	68
993	9676	58
994	9686	48
995	9698	38
996	9709	29
997	9718	19
998	9728	9
999	9739	0
